aba	kapa
Apropriei-me das coisas da minha professora.	N' tudji ku kusas di ña pursora.
Aproveita que o tempo vai acabar.	Pirbita tempu na kaba.
A aproximação do final do ano me deixa feliz.	Pertusi di fin di anu ta disan feliz.
Aproxima-te daquela moça.	Pertusi di ki badjuda.
Aquece a comida.	Kenta bianda.
Olha aquele homem.	Djubi kil omi.
Estou aquém desse problema.	N' sta fora di es prublema.
Estou aqui perto.	N' sta li pertu.
Traz aquele computador.	Tisi kil komputador.
Estou apanhando ar puro.	Na paña ar puru.
Na minha terra, as pessoas cultivam com o arado.	Na ña tera, djintis ta labra ku radi.
Sequei minha roupa no arame.	N' seka ña ropa na arami.
Aranha é perigoso.	Araña pirigozu.
Arar a terra para semear.	Labra tera pa sumia.
Aquele arbusto vai crescer demais.	Ki arvuri pikininu na bai kirsi dimas.
Constrói o arco de flexa.	Kumpu arku di flexa.
O arco-íris está bonito no céu.	Arku di bedja sta bonitu na seu.
Meus avós moram na aldeia.	Ña donas mora na tabanka.
Peneire a areia.	Pineria reia.
Esta parte da aldeia é muito arenosa.	E parti di tabanka tene reia manga del.
O atleta arfava na corrida.	Atleta basaba fulgu na kurida.
Põe muita massa para eu rebocar.	Pui masa tchiu pa n' reboka.
A argila branca de fazer material de barro é bonita.	Baru branku di kumpu material di baru i bonitu.
Eu gosto de argumentar sobre política.	N' gosta di kombersa aserka di pulitika.
O argumento que ele utilizou não agradou às pessoas.	Manera di kombersa usadu pa el ka agrada djintis.
As pessoas vivem na aridez do deserto.	Djintis ta vivi na seku di dizertu.
Vou atirar em ti com a minha arma.	Na fugiau ku ña arma.
Ele não montou a armadilha.	I ka monta armadidja.
Guardei a minha armadura.	N' guarda ña armadura.
Arma as armadilhas.	Monta armadidjas.
Este armazém está cheio.	E armasen intchi.
Esta forma de armazenar o computador não está bem.	Es manera di rakada e komputador ka sta diritu.
Armazena os materiais direito.	Rakada materialis diritu.
Dobra o ferro em forma de arco.	Dobra feru na forma di arku.
Tenho um arranhão no corpo.	N' tene rañadura na kurpu.
Arranja-me trabalhadores.	Randjan tarbadjaduris.
Não o arrastes, vais feri-lo.	Ka bu rastal, bu na molastral.
A criança arrebatou o pão de seu companheiro.	Mininu rabata pon di si kumpañer.
A criança soprou o balão até que o arrebentou.	Mininu supra bolon toki i rebental.
O professor arredonda a nota dos alunos.	Pursor redonda nota di alunus.
Estás arregaçando a moça.	Bu na ragasa badjuda.
Põe a faca no arreio do cavalo.	Pui faka na kau di sinta na kabalu.
Arremesa a faca.	Fertcha faka.
O caçador fez uma arremetida contra o animal.	Montiadur rimitidu kontra limaria.
O sangue me arrepia no corpo.	Sangi rapian na kurpu.
Fiz ginástica hoje de abaixar o corpo e de levantar.	N' fasi jinastika aos n' ta rianta kurpu n' alsa.
Arrotas demais no sono.	Bu ta rota na sonu dimas.
Cozinha o arroz direito.	Kusiña arus diritu.
O trabalho foi todo arruinado.	Tarbadju tudu danadu.
Se brincares comigo, vou acabar com a tua vida.	Si bu brinka ku mi, na kaba bu bida.
Arruma bem a casa, não a deixes desorganizada.	Ruma kau diritu, ka bu dixal disorganisadu.
O sangue corre na artéria.	Sangi ta kuri na arteria.
O chefe da minha aldeia faz uma articulação com o outro chefe.	Regulu di ña tabanka ta fasi artikulason ku utru regulu.
A articulação dos meus ossos dói-me.	Kontrada di ña os ta den.
Essa árvore está crescendo bem.	Es arvuri na lanta diritu.
Eu as vi no quintal.	N' djubi elis na kintal.
Às vezes, vou visitar meus amigos.	As bes, n' ta bai visita ña amigus.
Comi a asa da galinha.	N' kume aza di galiña.
O meu ascendente é sagrado.	Ña djorson sagradu.
Ele ascendeu de cargo no lugar de trabalho.	I sibi di kargu na kau di tarbadju.
O couro do animal é áspero.	Kuru di limaria aspru.
O milho assado é saboroso.	Midju yasadu sabi.
O assaltante assaltou o banco.	Ladron asalta banku.
Houve um assalto no banco.	I ten asaltu na banku.
Assa o peixe na cinza.	Yasa pis na sinsa.
Assassinaram as crianças hoje perto de nós.	E asasina mininus aos pertu nos.
A mãe ficou triste com o assassinato do seu filho.	Mame fika tristi pabia di mortu di si fidju.
O assassino foi preso pela polícia.	Asasinu prindidu pa pulisia.
O pintor assemelhou os dois animais.	Pintor parsinti dus limaria.
Senta-te naquele assento.	Sinta na ki turpesa.
É assim mesmo que se faz.	Asin propi ki ta fasidu.
Esta mensagem é para assinalar a nossa amizade.	E mensajen i pa sinala no amizadi.
A mulher doente foi ao hospital e não teve nenhuma assistência.	Mindjer duenti bai ospital i ka tene nin un asistensa.
Gosto de assistir à luta.	N' gosta di sisti luta.
Estás constipado, assoas o catarro.	Bu kostipa, sua rañu.
Assovia para aquela moça.	Subia ki badjuda.
Estou ouvindo um assovio.	N' sta na obi sibiu.
Vi o espírito mau que vagueia de noite na minha casa.	N' djubi kasisa na ña kasa.
Assovia com força, ele vai escutar.	Subia ku forsa, i na obi.
Tu me assustaste e correste.	Bu pantan i bu kuri.
Vi a cobra, me assustei muito.	N' odja kobra, n' panta mal.
Ataquei os animais com a lança.	N' taka limarias ku lansa.
Meu avô sofreu um ataque do coração.	Ña dona sufri ataki di korson.
Ata bem a corda.	Mara korda diritu.
Fui até minha casa.	N' bai te ña kasa.
Até logo, vou-me agora.	Te logu, n' bai gora.
Atenção para não caires.	Atenson pa ka bu kai.
Atende o celular, ele está tocando.	Atindi telefoni, i na tchama.
Ninguém quer atender o telefone.	Ningin misti kudi telfoni.
Espero que o chefe atenda ao meu pedido.	N' pera xef obi ña pididu.
Nesse hospital, não fazem um bom atendimento.	Na es ospital, e ka ta fasi bon atindimentu.
Avião está aterrissando no aeroporto.	Avion na ria na eroportu.
Aquela moça só atiça seu irmão.	Ki badjuda so tisa si ermon.
Não o atinjas.	N' ka yangasal.
Na montanha, as pessoas atiram umas nas outras com vontade.	Na montaña, djintis na fugia n'gutru ku forsa.
Atira com aquele arco.	Fertcha ku ki arku.
Este menino é ativo demais.	E mininu ativu dimas.
O carrou atolou na estrada.	Karu ntola na strada.
Havia um atoleiro na estrada por causa da chuva.	I teneba mantchukut na strada pabia di tchuba.
Quem é o ator desse filme?	Kin ki otor di es filmi?
Minha namorada me atraiu.	Ña badjuda atrain.
Atrapalhei-me com minha mulher.	N' tarpadja ku ña mindjer.
Corre, ele está vindo atrás de ti.	Kuri, i na bin bu tras.
Vou atrasar o almoço hoje.	N' traza djanta aos.
Houve um atraso na preparação da comida.	I ten trazu na purparason di bianda.
Estou aqui através dele.	N' sta li atraves di el.
Atravessa a estrada rápido, o carro está vindo.	Trabesa strada rapidu, karu na bin.
Atravessa aquela coisa com um pau.	Fura ki kusa ku po.
Vós ides atravessar uma ponte.	Bo na bai kamba un puntu.
A perna da atleta ficou atrofiada.	Pe di atleta manku.
Esse artista vai atuar hoje.	Es artista na bai atua aos.
Não tenho aula hoje.	N' ka tene aula aos.
Aumenta mais a comida.	Omenta mas bianda.
Estou vendo a aurora.	N' sta na odja mandurgada.
Sinto a ausência da minha mãe.	N' sinti falta di ña mame.
Pinta-o até quando ele avermelhe.	Pintal toki i burmedja.
O avestruz é grande demais.	Avestrus ta garandi dimas.
Este avião vai para qual país?	Es avion ta bai kal pais?
Tens muita avidez, queres a coisa só para ti.	Bu tene faimadesa dimas, bu ta misti kusa pa bo so.
És ávido demais, queres a coisa só para ti.	Bu faimadu dimas, bu ta misti kusa pa bo so.
Avisei-te, vou te bater.	N' avizau, na sutau.
Eu li o aviso na parede.	N' lei avizu na paredi.
A minha avó é chata.	Ña dona femia xatu.
Meu avô brinca muito.	Ña dona matchu ta brinka tchiu.
Os seus avós maternos morreram todos.	Si donas di mame muri tudu.
Tira o cabelo de debaixo do sovaco.	Tira kabelu di bas di sabaku.
Não faz isso aí, é azar que estás provocando.	Ka bu fasi kila, i mufunesa ku bu na randja.
A comida azedou fora da geladeira.	Bianda azeda fora di djelera.
O limão está muito azedo.	Limon azedu mal.
Esta camisa é azul.	E kamisa i azul.
O céu está azulado.	Seu sta zuladu.
O babuíno sobe muito.	Santchu ta sibi tchiu.
Põe água na bacia.	Pui yagu na basia.
O preço deste carro é uma bagatela.	Pres des karu bakatela.
Esse rapaz é muito bagunceiro.	E rapas i disorganizadu mal.
Põe a faca na sua bainha.	Pui faka na si baiña.
Olha, o menino é mais baixo que a menina.	Djubi, mininu mas baxu bas ki minina.
Balaio de palha.	Balai di padja.
Põe a carne na balança.	Pui karni na balansu.
O balanço que estava na árvore quebrou.	Balansu ku staba na arvuri dana.
Este menino balbucia muito.	E mininu ta gagisa tchiu.
Traga-me um balde de água, por favor.	Yangasan baldu di yagu, di fabur.
O pássaro vive no caule do bambu.	Katchu ta vivi na kana di bambu.
Pé de banana é abundante aqui.	Pe di banana tchiu li.
Esta bananeira dá muita fruta.	E pe di banana ta padi tchiu.
Este banco foi assaltado ontem.	E banku asaltadu aonti.
A bandeira da Guiné-Bissau é linda.	Bandera di Gine-Bisau bonitu.
Teu filho quer ser bandido.	Bu fidju misti sedu bandidu.
Aquele bando de bandidos roubou o banco hoje.	Ki grupu di bandidus furta banku aos.
Vai banhar o corpo.	Bai baña kurpu.
Alguém está no banheiro.	Algin sta na kuartiñu.
Traz-me aquele banquinho.	Tisin ki bankusiñu.
Esta árvore de baobá é grande.	E pe di kabasera garandi.
Dá-me aquela baqueta de bateria.	Iangasan ki po di toka bataria.
Vem, vamos jogar baralho.	Bin, no djuga baradju.
A barata me estragou muitas roupas.	Barata danan ropa tchiu.
Esta roupa é muito barata.	E ropa baratu mal.
Este homem tem muita barba.	E omi tene barba manga del.
Este barbante é comprido.	E barbanti kumpridu.
A barbatana desse peixe é grande.	Lemi di es pis garandi.
Compra-me um barbeador, eu quero raspar a barba.	Kumpran jileti, n' misti rapa barba.
Quero barbear o meu filho.	N' misti barbia ña fidju.
O barbeiro compra gilete.	Barberu kumpra jileti.
Este barco é grande.	E barku garandi.
Compra-me a barra de gelo.	Kumpran bara di djelu.
Vamos consertar a barraca.	No na kumpu baraka.
A polícia barrou a entrada do político.	Pulisia bara yentrada di pulitiku.
Esse homem tem uma barriga grande.	Es omi tene bariga garandi.
Põe a água no barril.	Pui yagu na baril.
Passa-me aquele barro para modelar a panela.	Iangasan ki lama pa molga panela.
A base da mesa é grande.	Bazi di mesa garandi.
Tenho bastante tempo.	N' tene tempu bastanti.
Dá-me aquele bastão.	Dan ki po.
Essa farinha basta para o bolo.	Es foriña djusta pa bulu.
Este meu menino é bastardo.	E mininu n' padil ku utru mindjer.
O batalhão de soldados entrou no mato.	Batalion di soldadu yentra na matu.
Cozinha com batata.	Kusiña ku batata.
Batata-doce é saboroso.	Batata-dos ta sabi.
Estava em um bate-papo com o meu colega.	N' staba na papia ku ña kolega.
Não batas nas crianças.	Ka bu bati na mininus.
Bate o prego com o martelo.	Madja pregu ku martel.
Bate no cachorro com o pau.	Suta katchur ku po.
Bate na porta até ele se levantar.	Konki porta tok i ta lanta.
Eles tocam bem o tambor.	E na toka tambur diritu.
Bate palma, ela merece.	Rapika palmu, i meresi.
Bater papo com os velhos é interessante.	Papia ku bedjus nteresanti.
Toco bateria todo dia.	N' ta toka bataria tudu dia.
O baterista está tocando bem a bateria.	Tokadur na toka bataria diritu.
Hoje tem batismo na paróquia do Cristo Redentor.	Aos i ten batismu na parokia di Kristu Redentor.
Este rapaz é um bêbado.	E rapas i tchamidur.
O bebê está chorando.	Bebe na tchora.
Bebi um pouco hoje.	N' bibi aos n' bokadu.
Compraste a bebida para a festa.	Bu kumpra bibida pa festa.
Teu beiço é vermelho.	Bu bis burmedju.
Beijei minha namorada.	N' beja ña badjuda.
Dei um beijo na minha namorada.	N' da ña badjuda beju.
Estou na beira do mar pescando.	N' sta na bera di mar na piska.
Estou na beira do rio pescando.	N' sta na bera di riu na piska.
A beirada da piscina estava suja.	Bera di pisina staba susu.
Para de beliscar a criança.	Para ñopoti mininu.
Meu irmãozinho é belo.	Ña ermonsiñu belu.
Trabalho bem.	N' ta tarbadja ben.
O governo trabalha para o bem-estar da população.	Gubernu tarbadja pa sta ben di pupulason.
Recebi a bênção do meu pai.	N' risibi benson di ña pape.
O homem velho pega a bengala.	Omi garandi pega bingala.
A beringela é um legume saboroso.	Birindjela i legumi sabi.
O besouro está na palha.	Rola-pipa sta na padja.
Minha bexiga está cheia, quero ir urinar.	Ña bixiga intchi, n' misti bai misa.
A bezerra da minha vaca morreu.	Fidju femia di ña baka muri.
Meu bezerro está vivo.	Ña bakasiñu sta bibu.
A galinha bicou a minhoca.	Galiña tchupiti mañoka.
O menino ganhou uma bicicleta no Natal.	Mininu ngaña biskleta na Natal.
O bico da ave é afiado.	Boka di katchu gudu.
Mais à frente, verás a bifurcação da estrada.	Mas pa frenti, bu djubi dibidimentu di strada.
Nem todo homem gosta de bigode.	Nin tudu omi ta gosta di bigodi.
A bílis arrebenta, a carne se torna amarga.	Fel rebenta, karni torna malgos.
Minha bisavó está viva.	Ña turtudona sta bibu.
Meu bisavô está novo ainda.	Ña turtudona sta nobu inda.
Criança fala bobeira.	Mininu na papia patarata.
A bobina do motor estragou.	Bobina di mutur dana.
A criança é uma tola.	Mininu tulu.
A boca da criança é grande.	Boka di mininu garandi.
Eu quero um bocado de arroz.	N' misti bokadu di arus.
Aquele aluno bocejou durante a aula.	Ki alunu yabri boka duranti aula.
O bocejo dele foi longo.	Si manera di yabri boka kumpridu.
Bochecha o remédio na boca antes de dormir.	Sukuma mesiñu na boka anti di durmi.
O bócio é uma doença séria.	Papu garandi duensa seriu.
Comprei um bode para a minha cabra.	N' kumpra bodi pa ña kabra.
Um boi quebrou a cerca.	Baka kebra serka.
Não gosto de jogar bola.	N' ka gosta di djuga bola.
A bolha de sabão saiu voando.	Bolon di sabon sai i na bua.
Minha mãe usa uma bolsa para ir à rua.	Ña mame uza barkafon pa bai rua.
O bolso da calça está rasgado.	Bolsu di kalsa rumpidu.
Esse homem é bom demais.	Es omi i bon dimas.
A polícia encontrou uma bomba na escola.	Pulisia nkontra bomba na skola.
Toco bumbulun na festa.	N' ta toka bumbulun na festa.
A bondade dele me fez feliz.	Si bontadi fasin felis.
Esse homem é bondoso.	Es omi i limpu korson.
A cabeça da criança é torta, ela põe boné.	Kabesa di mininu djingi, i ta pui tchapeu.
Esse homem é bonito.	Es omi i bonitu.
Há muita borboleta na selva.	I ten manga di burbuleta na matu.
A borda do balde está suja.	Roda di baldu susu.
O pano de pente está bordado.	Panu di pinti bordadu.
Estou bordando minha camisa.	N' na borda ña kamisa.
O navio bordejou a praia.	Nabiu burdia praia.
O aluno usa borracha de lápis.	Alunu uza buraxa di lapis.
A moça borrifou perfume em sua pele.	Badjuda burfa purfumu na si pele.
Há um bosque bonito perto da minha casa.	I ten matu bonitu pertu di ña kasa.
O escaravelho vive na bosta.	Rola-pipa ta vivi na bosta.
Bota de gente que monta em cavalo.	Bota di djintis ki ta monta na kabalu.
Meu braço está doendo.	Ña brasu na den.
Os europeus têm cor branca.	Europeus ta tene kor branku.
Sua roupa tinha uma brancura intensa.	Si ropa branku fandan.
A enchente branqueou a parede.	Intchenti brankia paredi.
A brasa queimou a mão do menino.	Brasa kema mon di mininu.
Esse menino é brabo demais.	Es mininu brabu dimas.
Caranguejo vive no brejo.	Karangis ta vivi na bulaña.
Houve uma briga por causa do pagamento.	I ten djus pabia di pagamentu.
Um rei brigou com o outro.	Regulu geria ku utru.
A criança agora branqueou a roupa da sua mãe.	Mininu gosi brankia ropa di si mame.
O brilhante está brilhando.	Brilianti na lampra.
O copo está brilhando.	Kopu na lampra.
Aquela garrafa tem um brilho bonito.	Ki garafa ten briliu bonitu.
As crianças estão na brincadeira da escola.	Mininus na brinkadera di skola.
Meu filho é brincalhão.	Ña fidju i tchalasadur.
Vós ides brincar.	Bo bai brinka.
A moça tem um brinco bonito.	Badjuda tene brinku bonitu.
Gosto de sentir a brisa do mar.	N' gosta di sinti briza di mar.
A taça de bronze é valiosa.	Tasa di bronzi balius.
O volante do meu carro é bronzeado.	Volanti di ña karu kubridu ku bronzi.
Ele se bronzeou.	I fasil di bronzi.
A semente brotou no domingo.	Simenti na nansi na dumingu.
O broto de amendoim que nasceu e morreu.	Udju di mankara ki rebenta i muri.
Aquele homem faz um movimento brusco.	Kil omi ta fasi muvimentu brutu.
A mulher é uma bruxa.	Mindjer i futsera.
O curandeiro fez uma bruxaria para salvar a mulher.	Djambakus fasi futisndadi pa salba mindjer.
O búfalo é um animal bonito.	Bufre i limaria bonitu.
Põe água no bule.	Pui yagu na buli.
A bunda da mulher é grande.	Bunda di mindjer i garandi.
Cuidado com o buraco na estrada.	Kuidadu ku buraku na strada.
A criança faz burburinho na orelha da sua mãe.	Mininu na n'gunin'guni na oredja ku si mame.
O burro carrega muito.	Buru karga tchiu.
A mulher faz a busca de seu filho na floresta.	Mindjer na fasi buska di si fidju na matu.
Vou buscar lenha.	N' na bai buska leña.
Esta mulher tem um busto bonito.	E mindjer tene mama bonitu.
Os velhos se sentam na cabana.	Bedjus sinta na djemberen.
As pessoas se sentam na cabana de palha.	Djintis sinta na baraka di padja.
A cabeça da criança é grande.	Kabesa di mininu i garandi.
A cabeceira da minha cama é branca.	Kabesa di ña kama branku.
O meu irmão é cabeleireiro.	Ña ermon tisidur di kabelu.
O cabelo do peito está grande demais.	Kabelu di pitu garandi dimas.
Minha namorada gosta de cortar seus pentelhos.	Nã badjuda ta gosta di korta si kabelu di pintidju.
O cabelo do porco é firme.	Kabelu di purku firmi.
A criança ficou cabisbaixa.	Mininu fika ku kabesa mpinadu.
O cabo da vassoura quebrou.	Kabu di basora dana.
Minha cabra morreu.	Ña kabra muri.
Meu cabrito está doente.	Ña kabritu sta duenti.
Vou para a caça de porco-do-mato hoje.	N' na bai pa kasa di purku di matu.
Ele não gosta de brincar de esconde-esconde.	I ka gosta di brinka di sukundi-sukundi.
Caça de onça é perigoso.	Kasa di onsa i perigozu.
O caçador buscou comida para sua família.	Montiadur buska bianda pa si familia.
Estou caçando.	N' na montia.
A galinha está cacarejando.	Galiña na kanta kokoroko.
O cacarejo da galinha está nervoso.	Kokoroko di galiña nervozu.
O cacete da polícia é de borracha.	Manduku di pulisia di buraxa.
Cachecol de cabeça.	Kaskol di kabesa.
O homem está fumando cachimbo.	Omi na fuma kañutu.
A água cai da cachoeira.	Yagu na kai di katarata.
Ele é um cachorrinho bonito.	I un katchuriñu bonitu.
